Date,AAPL,AMZN,MSFT,NVDA,TSLA
2017-01-03,27.133331298828125,37.68349838256836,57.501346588134766,25.1429500579834,14.465999603271484
2017-01-04,27.10295867919922,37.85900115966797,57.24406814575195,25.729564666748047,15.13266658782959
2017-01-05,27.240787506103516,39.022499084472656,57.24406814575195,25.076404571533203,15.116666793823242
2017-01-06,27.544475555419922,39.79949951171875,57.7402458190918,25.41160774230957,15.267333030700684
2017-01-09,27.796764373779297,39.84600067138672,57.55646896362305,26.441871643066406,15.41866683959961
2017-01-10,27.824796676635742,39.79499816894531,57.53811264038086,26.24222755432129,15.324666976928711
2017-01-11,27.974306106567383,39.95100021362305,58.06183624267578,25.91935157775879,15.315333366394043
2017-01-12,27.857505798339844,40.68199920654297,57.52891540527344,25.495412826538086,15.305999755859375
2017-01-13,27.80845069885254,40.856998443603516,57.61160659790039,25.492942810058594,15.850000381469727
2017-01-17,28.032711029052734,40.486000061035156,57.45541000366211,24.921123504638672,15.70533275604248
2017-01-18,28.030372619628906,40.374000549316406,57.42784118652344,25.374637603759766,15.890666961669922
2017-01-19,27.981313705444336,40.45199966430664,57.24406814575195,25.91935157775879,16.250667572021484
2017-01-20,28.032711029052734,40.416500091552734,57.64836120605469,25.63589859008789,16.315332412719727
2017-01-23,28.051395416259766,40.89400100708008,57.85049819946289,25.90209197998047,16.594667434692383
2017-01-24,28.025697708129883,41.12200164794922,58.36506652832031,26.45420265197754,16.974000930786133
2017-01-25,28.47188949584961,41.82600021362305,58.51207733154297,26.567581176757812,16.96466636657715
2017-01-26,28.485902786254883,41.95750045776367,59.05419158935547,27.026025772094727,16.833999633789062
2017-01-27,28.488243103027344,41.78850173950195,60.441650390625,27.548551559448242,16.863332748413086
2017-01-30,28.413484573364258,41.51900100708008,59.84440612792969,27.117216110229492,16.708667755126953
2017-01-31,28.34807777404785,41.17399978637695,59.40334701538086,26.910181045532227,16.795333862304688
2017-02-01,30.076763153076172,41.61750030517578,58.420188903808594,28.08586883544922,16.615999221801758
2017-02-02,30.02536964416504,41.997501373291016,58.0434684753418,28.440793991088867,16.770000457763672
2017-02-03,30.153850555419922,40.5099983215332,58.51207733154297,28.191844940185547,16.755332946777344
2017-02-06,30.43651580810547,40.38199996948242,58.47531509399414,28.914018630981445,17.184667587280273
2017-02-07,30.726179122924805,40.625,58.28237533569336,29.362606048583984,17.165332794189453
2017-02-08,30.845319747924805,40.98550033569336,58.199668884277344,29.234437942504883,17.472000122070312
2017-02-09,31.068208694458008,41.06800079345703,58.86123275756836,28.68480110168457,17.946666717529297
2017-02-10,30.99782943725586,41.37300109863281,58.80610656738281,28.004533767700195,17.948667526245117
2017-02-13,31.27233123779297,41.826499938964844,59.467674255371094,26.71299934387207,18.706666946411133
2017-02-14,31.678224563598633,41.81949996948242,59.68953323364258,26.811588287353516,18.73200035095215
2017-02-15,31.793174743652344,42.1349983215332,59.652557373046875,26.865814208984375,18.650667190551758
2017-02-16,31.755647659301758,42.207000732421875,59.64330291748047,26.434476852416992,17.93000030517578
2017-02-17,31.84245491027832,42.253501892089844,59.735774993896484,26.42955207824707,18.148666381835938
2017-02-21,32.07238006591797,42.821998596191406,59.61558532714844,27.37601661682129,18.492666244506836
2017-02-22,32.1685676574707,42.78049850463867,59.49541473388672,27.334062576293945,18.233999252319336
2017-02-23,32.03249740600586,42.609500885009766,59.735774993896484,24.799564361572266,17.06599998474121
2017-02-24,32.0629997253418,42.262001037597656,59.735774993896484,25.038951873779297,17.133333206176758
2017-02-27,32.1263313293457,42.43199920654297,59.375240325927734,25.766971588134766,16.415332794189453
2017-02-28,32.14042282104492,42.25199890136719,59.14413833618164,25.04388427734375,16.666000366210938
2017-03-01,32.79734802246094,42.65399932861328,60.03157424926758,25.36717414855957,16.667999267578125
2017-03-02,32.60261917114258,42.445499420166016,59.17186737060547,24.431854248046875,16.698667526245117
2017-03-03,32.79501724243164,42.49399948120117,59.39373016357422,24.291183471679688,16.771333694458008
2017-03-06,32.69176483154297,42.330501556396484,59.41221237182617,24.10363006591797,16.747333526611328
2017-03-07,32.73400115966797,42.30099868774414,59.53239440917969,24.367692947387695,16.57266616821289
2017-03-08,32.612003326416016,42.525001525878906,60.077789306640625,24.32326316833496,16.45800018310547
2017-03-09,32.53691864013672,42.650001525878906,59.837440490722656,24.318340301513672,16.32666778564453
2017-03-10,32.644840240478516,42.62300109863281,60.02231979370117,24.461467742919922,16.246000289916992
2017-03-13,32.6589241027832,42.72949981689453,59.81895065307617,25.135196685791016,16.411333084106445
2017-03-14,32.60965347290039,42.62649917602539,59.5416374206543,25.117921829223633,17.200000762939453
2017-03-15,32.954551696777344,42.64849853515625,59.855934143066406,25.307952880859375,17.048667907714844
2017-03-16,33.00850296020508,42.67100143432617,59.75424575805664,25.618898391723633,17.469999313354492
2017-03-17,32.84428024291992,42.615501403808594,59.96685028076172,26.176637649536133,17.433332443237305
2017-03-20,33.189170837402344,42.8484992980957,60.02231979370117,27.010772705078125,17.461332321166992
2017-03-21,32.80908203125,42.15999984741211,59.356754302978516,26.137147903442383,16.711999893188477
2017-03-22,33.179786682128906,42.40299987792969,60.11475372314453,26.670209884643555,17.000667572021484
2017-03-23,33.062477111816406,42.36899948120117,59.96685028076172,26.42835235595703,16.985332489013672
2017-03-24,32.99677276611328,42.28049850463867,60.06853103637695,26.52213478088379,17.54400062561035
2017-03-27,33.05308151245117,42.340999603271484,60.17948532104492,26.714632034301758,18.014667510986328
2017-03-28,33.7381706237793,42.79999923706055,60.35512161254883,26.57642936706543,18.496667861938477
2017-03-29,33.81325149536133,43.715999603271484,60.521507263183594,26.490049362182617,18.492000579833984
2017-03-30,33.768680572509766,43.81700134277344,60.74336242675781,26.99843406677246,18.527999877929688
2017-03-31,33.705322265625,44.32699966430664,60.88203048706055,26.882444381713867,18.553333282470703
2017-04-03,33.7147216796875,44.57550048828125,60.595455169677734,26.746715545654297,19.90133285522461
2017-04-04,33.96575164794922,45.34149932861328,60.76186752319336,24.871135711669922,20.246667861938477
2017-04-05,33.78978729248047,45.4640007019043,60.604698181152344,24.686046600341797,19.666667938232422
2017-04-06,33.705322265625,44.91400146484375,60.76186752319336,24.866195678710938,19.913333892822266
2017-04-07,33.630245208740234,44.74399948120117,60.71565246582031,24.760080337524414,20.16933250427246
2017-04-10,33.59036636352539,45.35200119018555,60.57697677612305,24.128307342529297,20.826000213623047
2017-04-11,33.22905349731445,45.11800003051758,60.53076171875,24.21468162536621,20.58066749572754
2017-04-12,33.2689323425293,44.811500549316406,60.29965591430664,24.014789581298828,19.78933334350586
2017-04-13,33.09297180175781,44.23350143432617,60.04081344604492,23.565629959106445,20.266666412353516
2017-04-17,33.275962829589844,45.0994987487793,60.53076171875,24.48862075805664,20.09600067138672
2017-04-18,33.12815856933594,45.18899917602539,60.44755554199219,24.50342559814453,20.016666412353516
2017-04-19,33.006160736083984,44.959999084472656,60.12400817871094,24.59966468811035,20.368000030517578
2017-04-20,33.41910171508789,45.10300064086914,60.54924392700195,24.989591598510742,20.167333602905273
2017-04-21,33.37921142578125,44.92649841308594,61.3812255859375,25.093242645263672,20.373332977294922
2017-04-24,33.70063018798828,45.37049865722656,62.425811767578125,25.406658172607422,20.53533363342285
2017-04-25,33.90943908691406,45.38100051879883,62.78632354736328,25.848407745361328,20.91933250427246
2017-04-26,33.71001434326172,45.464500427246094,62.70314407348633,25.670719146728516,20.67799949645996
2017-04-27,33.7358283996582,45.91899871826172,63.10987091064453,26.070512771606445,20.575332641601562
2017-04-28,33.70297622680664,46.2495002746582,63.28551483154297,25.739824295043945,20.937999725341797
2017-05-01,34.390403747558594,47.4114990234375,64.16371154785156,26.317304611206055,21.52199935913086
2017-05-02,34.608612060546875,47.34700012207031,64.06202697753906,25.537458419799805,21.25933265686035
2017-05-03,34.50303268432617,47.05149841308594,63.858673095703125,25.72748374938965,20.73466682434082
2017-05-04,34.37868881225586,46.87649917602539,63.609073638916016,25.62877082824707,19.69733238220215
2017-05-05,34.94880676269531,46.70750045776367,63.784698486328125,25.631237030029297,20.55666732788086
2017-05-08,35.89900207519531,47.45199966430664,63.72923278808594,25.36223793029785,20.479333877563477
2017-05-09,36.128936767578125,47.64099884033203,63.82167434692383,25.40419578552246,21.417333602905273
2017-05-10,35.957672119140625,47.4474983215332,64.07125854492188,29.932727813720703,21.681333541870117
2017-05-11,36.26863479614258,47.38100051879883,63.28551483154297,31.218481063842773,21.540000915527344
2017-05-12,36.77516174316406,48.067501068115234,63.21157455444336,31.5615177154541,21.65399932861328
2017-05-15,36.680912017822266,47.89849853515625,63.257774353027344,33.1458854675293,21.058666229248047
2017-05-16,36.62672805786133,48.30350112915039,64.53148651123047,33.76285171508789,21.134000778198242
2017-05-17,35.396968841552734,47.237998962402344,62.73713684082031,31.519559860229492,20.407333374023438
2017-05-18,35.93645477294922,47.92449951171875,62.950992584228516,32.839874267578125,20.87066650390625
2017-05-19,36.058963775634766,47.992000579833984,62.93239974975586,33.59830093383789,20.722000122070312
2017-05-22,36.27806091308594,48.53350067138672,63.63895034790039,34.314735412597656,20.690000534057617
2017-05-23,36.233299255371094,48.57699966430664,63.852813720703125,33.852760314941406,20.257333755493164
2017-05-24,36.12493133544922,49.01750183105469,63.93646240234375,34.23321533203125,20.681333541870117
